Exercise,Weight,Repetitions,Belt,Wraps,Dropset
Press-ups,0,25,no,no,no
Band Facepulls,0,20,no,no,no
Band Bicep Curls,0,21,no,no,no
Press-ups,0,15,no,no,no
Band Facepulls,0,12,no,no,no
Band Bicep Curls,0,11,no,no,no
Press-ups,0,12,no,no,no
Band Facepulls,0,12,no,no,no
Band Bicep Curls,0,10,no,no,no
Press-ups,0,10,no,no,no
Band Facepulls,0,15,no,no,no
