Exercise,Weight,Repetitions,Belt,Wraps,Dropset
Press-ups,0,20,no,no,no
Bodyweight Squat,0,20,no,no,no
Press-ups,0,14,no,no,no
Bodyweight Squat,0,15,no,no,no
Press-ups,0,12,no,no,no
Bodyweight Squat,0,15,no,no,no
Press-ups,0,8,no,no,no
Bodyweight Squat,0,12,no,no,no
Press-ups,0,8,no,no,no
Bodyweight Squat,0,20,no,no,no
